Date Time,solar_all_real_time,solar_installed_capacity,elia_day_ahead,elia_hour_ahead,elia_week_ahead
25/05/2018 07,337.5375,3369.05,287.09,286.605,277.5
25/05/2018 08,752.575,3369.05,623.7075,707.8775,634.7149999999999
25/05/2018 09,1205.155,3369.05,1020.3575,1135.6924999999999,1079.22
25/05/2018 10,1595.1574999999998,3369.05,1405.0125,1544.3200000000002,1478.295
25/05/2018 11,1833.5949999999998,3369.05,1730.5225,1969.77,1769.33
25/05/2018 12,1903.9775,3369.05,1890.2925,2143.875,1940.3375
25/05/2018 13,1935.9275,3369.05,1862.6074999999998,2157.865,2001.4025
25/05/2018 14,1984.0675,3369.05,1827.98,1856.34,1962.7725
25/05/2018 15,1844.2775000000001,3369.05,1671.2825,1710.1975,1807.495
25/05/2018 16,1610.8975,3369.05,1383.9075,1457.54,1536.3075
25/05/2018 17,1335.1225,3369.05,1073.705,1128.81,1168.8225
25/05/2018 18,866.7175,3369.05,726.5675000000001,742.1,739.51
25/05/2018 19,453.27750000000003,3369.05,376.055,369.6525,353.7175
25/05/2018 20,180.4575,3369.05,144.865,142.1225,129.18499999999997
25/05/2018 21,16.412499999999998,3369.05,16.1925,15.985000000000001,15.567499999999999
25/05/2018 22,0.0,3369.05,0.0,0.0,0.0
25/05/2018 23,0.0,3369.05,0.0,0.0,0.0
26/05/2018 00,0.0,3369.05,0.0,0.0,0.0
26/05/2018 01,0.0,3369.05,0.0,0.0,0.0
26/05/2018 02,0.0,3369.05,0.0,0.0,0.0
26/05/2018 03,0.0,3369.05,0.0,0.0,0.0
26/05/2018 04,0.0,3369.05,0.0,0.0,0.0
26/05/2018 05,2.1425,3369.05,4.0725,3.7874999999999996,3.695
26/05/2018 06,106.445,3369.05,92.72999999999999,94.0,94.815
26/05/2018 07,325.7825,3369.05,286.07,287.5725,280.5475
26/05/2018 08,728.9200000000001,3369.05,698.2875,686.0975,644.2225
26/05/2018 09,1251.2725,3369.05,1184.7375,1112.5875,1100.8875
26/05/2018 10,1698.9775,3369.05,1639.63,1542.5874999999999,1510.5249999999999
26/05/2018 11,2127.375,3369.05,2046.7525,2098.2250000000004,1814.135
26/05/2018 12,2329.855,3369.05,2284.705,2397.6925,2017.8224999999998
26/05/2018 13,2428.3075,3369.05,2363.6775000000002,2501.2225,2104.545
26/05/2018 14,2351.245,3369.05,2296.215,2375.9825,2084.2875
26/05/2018 15,2161.3325,3369.05,2108.825,2202.1525,1947.7725
26/05/2018 16,1839.6325,3369.05,1776.0974999999999,1804.6525,1690.9125000000001
26/05/2018 17,1431.75,3369.05,1332.4375,1325.0825,1305.5875
26/05/2018 18,926.4375,3369.05,859.32,845.4524999999999,810.1999999999999
26/05/2018 19,457.6625,3369.05,388.39500000000004,392.0975,369.7225
26/05/2018 20,165.195,3369.05,137.75,141.115,133.92499999999998
26/05/2018 21,17.915000000000003,3369.05,19.275000000000002,18.85,17.8875
26/05/2018 22,0.0,3369.05,0.0,0.0,0.0
26/05/2018 23,0.0,3369.05,0.0,0.0,0.0
27/05/2018 00,0.0,3369.05,0.0,0.0,0.0
27/05/2018 01,0.0,3369.05,0.0,0.0,0.0
27/05/2018 02,0.0,3369.05,0.0,0.0,0.0
27/05/2018 03,0.0,3369.05,0.0,0.0,0.0
27/05/2018 04,0.0,3369.05,0.0,0.0,0.0
27/05/2018 05,1.665,3369.05,3.745,4.29,3.4699999999999998
27/05/2018 06,95.335,3369.05,97.6575,94.51750000000001,88.275
27/05/2018 07,378.635,3369.05,293.545,286.975,266.665
27/05/2018 08,741.52,3369.05,572.7774999999999,672.9375,589.9525
27/05/2018 09,966.8725,3369.05,869.0725,974.02,1019.4424999999999
27/05/2018 10,1097.685,3369.05,1117.38,1209.8249999999998,1399.8
27/05/2018 11,1193.73,3369.05,1311.33,1226.7124999999999,1676.4075
27/05/2018 12,1581.0025,3369.05,1412.9724999999999,1301.6475,1852.6675
27/05/2018 13,1277.1575,3369.05,1378.495,1356.415,1944.5475000000001
27/05/2018 14,1022.48,3369.05,1272.8825,1296.9425,1935.915
27/05/2018 15,1179.78,3369.05,1150.395,1227.8075,1821.0875
27/05/2018 16,969.2,3369.05,1023.75,1017.3575000000001,1549.505
27/05/2018 17,654.7,3369.05,864.4100000000001,820.7674999999999,1193.8600000000001
27/05/2018 18,611.6125,3369.05,657.9825000000001,590.465,757.2325000000001
27/05/2018 19,301.0625,3369.05,378.8475,351.3925,360.5174999999999
27/05/2018 20,96.1125,3369.05,155.44750000000002,148.2325,133.635
27/05/2018 21,12.924999999999999,3369.05,18.0875,17.36,17.9275
27/05/2018 22,0.0,3369.05,0.0,0.0,0.0
27/05/2018 23,0.0,3369.05,0.0,0.0,0.0
28/05/2018 00,0.0,3369.05,0.0,0.0,0.0
28/05/2018 01,0.0,3369.05,0.0,0.0,0.0
28/05/2018 02,0.0,3369.05,0.0,0.0,0.0
28/05/2018 03,0.0,3369.05,0.0,0.0,0.0
28/05/2018 04,0.0,3369.05,0.0,0.0,0.0
28/05/2018 05,1.045,3369.05,4.4825,4.8775,4.695
28/05/2018 06,98.2625,3369.05,95.44749999999999,96.05,97.555
28/05/2018 07,385.93999999999994,3369.05,284.94,285.3975,282.08750000000003
28/05/2018 08,854.6624999999999,3369.05,652.495,785.27,662.7275
28/05/2018 09,1332.54,3369.05,1079.9075,1249.1599999999999,1158.9775
28/05/2018 10,1719.3625,3369.05,1476.8899999999999,1667.95,1576.45
28/05/2018 11,1957.6275,3369.05,1839.535,2034.0549999999998,1868.7325
28/05/2018 12,2125.5725,3369.05,2074.4325,2212.0175,2042.335
28/05/2018 13,2295.4325,3369.05,2155.665,2255.415,2097.945
28/05/2018 14,2237.2525,3369.05,2095.7125,2173.615,2034.3575
28/05/2018 15,2057.3775,3369.05,1895.23,2004.7174999999997,1855.7450000000001
28/05/2018 16,1730.3025,3369.05,1543.1325,1631.095,1559.9050000000002
28/05/2018 17,1380.5475000000001,3369.05,1161.21,1174.9699999999998,1189.885
28/05/2018 18,904.43,3369.05,767.865,785.3125,760.3875
28/05/2018 19,466.85,3369.05,392.35,391.12,373.2875
28/05/2018 20,167.2925,3369.05,155.175,149.09500000000003,144.6175
28/05/2018 21,19.084999999999997,3369.05,20.62,19.68,19.84
28/05/2018 22,0.0,3369.05,0.0,0.0,0.0
28/05/2018 23,0.0,3369.05,0.0,0.0,0.0
29/05/2018 00,0.0,3369.05,0.0,0.0,0.0
29/05/2018 01,0.0,3369.05,0.0,0.0,0.0
29/05/2018 02,0.0,3369.05,0.0,0.0,0.0
29/05/2018 03,0.0,3369.05,0.0,0.0,0.0
29/05/2018 04,0.0,3369.05,0.0,0.0,0.0
29/05/2018 05,5.8175,3369.05,5.3025,5.2825,3.805
29/05/2018 06,111.86249999999998,3369.05,103.0325,100.455,92.005
29/05/2018 07,325.755,3369.05,299.0875,293.77750000000003,266.12
29/05/2018 08,739.1800000000001,3369.05,676.3575,700.0675,525.2425
29/05/2018 09,1206.5025,3369.05,1105.48,1113.6725000000001,866.0574999999999
29/05/2018 10,1458.0825,3369.05,1453.165,1414.5149999999999,1202.6175
29/05/2018 11,1684.0025,3369.05,1740.33,1673.6575,1451.1774999999998
29/05/2018 12,1753.1975000000002,3369.05,1866.3325,1719.0425,1593.4675
29/05/2018 13,1642.61,3369.05,1734.7749999999999,1578.8200000000002,1671.4875
29/05/2018 14,1262.8975,3369.05,1471.545,1419.935,1680.0524999999998
29/05/2018 15,958.31,3369.05,1198.775,1152.935,1590.51
29/05/2018 16,778.585,3369.05,980.0874999999999,766.6225,1340.0025
29/05/2018 17,580.8325,3369.05,733.7625,609.8475,1015.0524999999999
29/05/2018 18,476.3875,3369.05,480.52500000000003,439.3375,678.595
29/05/2018 19,234.505,3369.05,278.6025,274.2875,367.44500000000005
29/05/2018 20,86.0625,3369.05,111.53750000000001,116.61,152.29500000000002
29/05/2018 21,4.335,3369.05,12.549999999999999,13.4,19.8125
29/05/2018 22,0.0,3369.05,0.0,0.0,0.0
29/05/2018 23,0.0,3369.05,0.0,0.0,0.0
30/05/2018 00,0.0,3369.05,0.0,0.0,0.0
30/05/2018 01,0.0,3369.05,0.0,0.0,0.0
30/05/2018 02,0.0,3369.05,0.0,0.0,0.0
30/05/2018 03,0.0,3369.05,0.0,0.0,0.0
30/05/2018 04,0.0,3369.05,0.0,0.0,0.0
30/05/2018 05,3.0775,3369.05,5.9275,6.005,5.1325
30/05/2018 06,95.7225,3369.05,96.97999999999999,95.89,98.2425
30/05/2018 07,361.56499999999994,3369.05,286.8925,283.54999999999995,277.175
30/05/2018 08,789.455,3369.05,697.17,784.65,603.85
30/05/2018 09,1228.0225,3369.05,1166.14,1248.555,993.31
30/05/2018 10,1434.6575000000003,3369.05,1548.3700000000001,1624.5475000000001,1329.625
30/05/2018 11,1544.4850000000001,3369.05,1843.055,1784.9499999999998,1601.3175
30/05/2018 12,1803.6725000000001,3369.05,1995.255,1971.65,1720.08
30/05/2018 13,1926.48,3369.05,2030.5175,1982.4575,1735.72
30/05/2018 14,1894.845,3369.05,1920.1125,1782.2225,1654.9475
30/05/2018 15,1877.9099999999999,3369.05,1701.375,1634.1124999999997,1497.5775
30/05/2018 16,1745.335,3369.05,1432.6200000000001,1624.7975,1243.8025
30/05/2018 17,1397.0925,3369.05,1140.6075,1272.635,954.6025000000001
30/05/2018 18,940.45,3369.05,782.1425,844.8375,654.55
30/05/2018 19,488.7675,3369.05,398.28499999999997,414.71250000000003,352.3825
30/05/2018 20,180.515,3369.05,158.66000000000003,161.88750000000002,146.65
30/05/2018 21,30.472499999999997,3369.05,23.385,23.570000000000004,19.8925
30/05/2018 22,0.0,3369.05,0.0,0.0,0.0
30/05/2018 23,0.0,3369.05,0.0,0.0,0.0
31/05/2018 00,0.0,3369.05,0.0,0.0,0.0
31/05/2018 01,0.0,3369.05,0.0,0.0,0.0
31/05/2018 02,0.0,3369.05,0.0,0.0,0.0
31/05/2018 03,0.0,3369.05,0.0,0.0,0.0
31/05/2018 04,0.0,3369.05,0.0,0.0,0.0
31/05/2018 05,2.2875,3369.05,4.0875,4.8225,4.4175
31/05/2018 06,69.065,3369.05,77.4675,92.97999999999999,94.89750000000001
31/05/2018 07,158.2625,3369.05,224.60500000000002,269.98,269.43
31/05/2018 08,196.3725,3369.05,409.11749999999995,368.77,524.5550000000001
31/05/2018 09,399.355,3369.05,604.4175,569.7175,825.2225
31/05/2018 10,749.57,3369.05,802.5375,773.49,1094.7575
31/05/2018 11,1154.8875,3369.05,1013.895,964.755,1292.065
31/05/2018 12,1824.9325,3369.05,1224.1150000000002,1161.6575,1374.9450000000002
31/05/2018 13,1969.2024999999999,3369.05,1406.9724999999999,1342.1,1379.0475000000001
31/05/2018 14,1992.93,3369.05,1490.5800000000002,2062.0150000000003,1313.4450000000002
31/05/2018 15,1875.005,3369.05,1450.64,2071.8675,1181.3974999999998
31/05/2018 16,1533.5325,3369.05,1250.3600000000001,1648.955,992.4499999999999
31/05/2018 17,1234.3325,3369.05,998.4575,1290.2925,774.2225000000001
31/05/2018 18,851.4300000000001,3369.05,691.1274999999999,854.4825,536.835
31/05/2018 19,464.05,3369.05,372.83000000000004,417.595,307.045
31/05/2018 20,164.8425,3369.05,152.01749999999998,163.5275,133.435
31/05/2018 21,13.7925,3369.05,21.882499999999997,24.305000000000003,16.6975
31/05/2018 22,0.0,3369.05,0.0,0.0,0.0
31/05/2018 23,0.0,3369.05,0.0,0.0,0.0
01/06/2018 00,0.0,3369.05,0.0,0.0,0.0
01/06/2018 01,0.0,3369.05,0.0,0.0,0.0
01/06/2018 02,0.0,3369.05,0.0,0.0,0.0
01/06/2018 03,0.0,3369.05,0.0,0.0,0.0
01/06/2018 04,0.0,3369.05,0.0,0.0,0.0
01/06/2018 05,0.345,3369.05,5.315,4.2275,2.6175
01/06/2018 06,28.7525,3369.05,101.45249999999999,82.205,56.684999999999995
01/06/2018 07,73.4625,3369.05,287.1125,238.775,182.9475
01/06/2018 08,155.88,3369.05,551.6750000000001,233.7875,309.1375
01/06/2018 09,256.78749999999997,3369.05,856.88,422.4375,430.53
01/06/2018 10,332.1825,3369.05,1115.3899999999999,619.45,547.1825
01/06/2018 11,401.255,3369.05,1304.3400000000001,380.4625,644.5899999999999
01/06/2018 12,413.38499999999993,3369.05,1421.2025,410.9775,721.515
01/06/2018 13,481.365,3369.05,1432.16,454.04,773.6650000000001
01/06/2018 14,590.0350000000001,3369.05,1361.6775000000002,433.075,792.3075
01/06/2018 15,489.9075,3369.05,1237.9,456.67500000000007,769.1999999999999
01/06/2018 16,449.845,3369.05,1059.8,498.8075,696.6075000000001
01/06/2018 17,391.545,3369.05,833.24,452.675,582.6375
01/06/2018 18,256.4875,3369.05,569.8875,354.19,434.2575
01/06/2018 19,131.9825,3369.05,331.515,233.33749999999998,279.17
01/06/2018 20,52.915000000000006,3369.05,141.9675,95.08000000000001,122.8575
01/06/2018 21,3.885,3369.05,18.605,8.3675,14.8725
01/06/2018 22,0.0,3369.05,0.0,0.0,0.0
01/06/2018 23,0.0,3369.05,0.0,0.0,0.0
02/06/2018 00,0.0,3369.05,0.0,0.0,0.0
02/06/2018 01,0.0,3369.05,0.0,0.0,0.0
02/06/2018 02,0.0,3369.05,0.0,0.0,0.0
02/06/2018 03,0.0,3369.05,0.0,0.0,0.0
02/06/2018 04,0.0,3369.05,0.0,0.0,0.0
02/06/2018 05,0.41,3369.05,3.7424999999999997,3.8475,4.405
02/06/2018 06,29.464999999999996,3369.05,73.41,73.45,82.00999999999999
02/06/2018 07,132.0375,3369.05,220.32,215.3825,239.50500000000002
02/06/2018 08,283.8775,3369.05,389.25250000000005,311.96000000000004,443.28749999999997
02/06/2018 09,496.525,3369.05,559.9675,495.125,670.4075
02/06/2018 10,720.615,3369.05,732.41,689.6375,874.325
02/06/2018 11,802.3,3369.05,890.3225000000001,878.6375,1038.605
02/06/2018 12,873.0225,3369.05,1012.8499999999999,1015.1924999999999,1125.0925
02/06/2018 13,943.0575,3369.05,1078.45,1084.8325,1148.705
02/06/2018 14,962.6775,3369.05,1105.065,1029.8225000000002,1108.595
02/06/2018 15,1054.8125,3369.05,1088.7925,1006.085,1011.0150000000001
02/06/2018 16,966.8074999999999,3369.05,1015.2175,990.0550000000001,873.855
02/06/2018 17,854.58,3369.05,867.8975,827.3725,703.8974999999999
02/06/2018 18,651.8225,3369.05,642.71,617.62,508.28499999999997
02/06/2018 19,408.6675,3369.05,375.57000000000005,383.53499999999997,314.33250000000004
02/06/2018 20,135.81,3369.05,162.4425,170.5375,141.39249999999998
02/06/2018 21,14.145000000000001,3369.05,22.994999999999997,23.29,18.2875
02/06/2018 22,0.0,3369.05,0.0,0.0,0.0
02/06/2018 23,0.0,3369.05,0.0,0.0,0.0
03/06/2018 00,0.0,3369.05,0.0,0.0,0.0
03/06/2018 01,0.0,3369.05,0.0,0.0,0.0
03/06/2018 02,0.0,3369.05,0.0,0.0,0.0
03/06/2018 03,0.0,3369.05,0.0,0.0,0.0
03/06/2018 04,0.0,3369.05,0.0,0.0,0.0
03/06/2018 05,4.3775,3369.05,7.6275,6.9925,6.067500000000001
03/06/2018 06,119.10749999999999,3369.05,104.0775,106.89250000000001,88.8775
03/06/2018 07,418.41249999999997,3369.05,289.6725,297.155,253.79
03/06/2018 08,884.27,3369.05,702.11,767.4275,566.875
03/06/2018 09,1332.915,3369.05,1202.3100000000002,1213.1875,931.335
03/06/2018 10,1627.8825000000002,3369.05,1651.5249999999999,1639.91,1276.2075
03/06/2018 11,1857.0775,3369.05,1986.275,1991.1875,1573.345
03/06/2018 12,1920.3825,3369.05,2174.2974999999997,2225.575,1762.905
03/06/2018 13,1924.1100000000001,3369.05,2231.33,2282.565,1852.1000000000001
03/06/2018 14,1953.5825,3369.05,2173.0325000000003,1881.405,1855.18
03/06/2018 15,1915.2949999999998,3369.05,1993.9025,1754.9425,1750.0125000000003
03/06/2018 16,1715.2424999999998,3369.05,1705.1074999999998,1669.0349999999999,1524.985
03/06/2018 17,1392.065,3369.05,1312.0125,1270.97,1175.19
03/06/2018 18,928.53,3369.05,853.8325000000001,831.9024999999999,769.0874999999999
03/06/2018 19,507.14,3369.05,408.1575,410.83000000000004,367.7125
03/06/2018 20,189.8975,3369.05,154.2625,162.7625,144.5625
03/06/2018 21,27.877499999999998,3369.05,28.1025,28.195000000000004,25.764999999999997
03/06/2018 22,0.0,3369.05,0.0,0.0,0.0
03/06/2018 23,0.0,3369.05,0.0,0.0,0.0
04/06/2018 00,0.0,3369.05,0.0,0.0,0.0
04/06/2018 01,0.0,3369.05,0.0,0.0,0.0
04/06/2018 02,0.0,3369.05,0.0,0.0,0.0
04/06/2018 03,0.0,3369.05,0.0,0.0,0.0
04/06/2018 04,0.0,3369.05,0.0,0.0,0.0
04/06/2018 05,3.77,3369.05,6.8375,7.165,6.887499999999999
04/06/2018 06,73.8575,3369.05,98.5875,96.53,104.8575
04/06/2018 07,268.54999999999995,3369.05,281.33,276.735,282.7875
04/06/2018 08,540.3000000000001,3369.05,582.8775,607.1225,587.9675
04/06/2018 09,909.0925,3369.05,945.165,993.9675,937.8875
04/06/2018 10,1372.49,3369.05,1340.9325,1384.42,1267.4875000000002
04/06/2018 11,1746.52,3369.05,1695.165,1696.4199999999998,1540.605
04/06/2018 12,1816.6399999999999,3369.05,1960.6625,1938.1675,1695.8125
04/06/2018 13,1838.08,3369.05,2074.0375,2046.2149999999997,1756.7675
04/06/2018 14,1919.1999999999998,3369.05,2054.5299999999997,1812.895,1714.8125
04/06/2018 15,1838.1350000000002,3369.05,1916.25,1718.4625,1578.8449999999998
04/06/2018 16,1615.6825,3369.05,1665.6475,1606.3450000000003,1346.4625
04/06/2018 17,1292.5925,3369.05,1292.63,1258.53,1036.4925
04/06/2018 18,885.095,3369.05,850.4074999999999,832.365,706.6575
04/06/2018 19,487.3475,3369.05,414.44499999999994,410.36,376.18249999999995
04/06/2018 20,183.95250000000001,3369.05,162.39249999999998,165.3975,161.08
04/06/2018 21,24.415,3369.05,29.624999999999996,29.335,26.334999999999997
04/06/2018 22,0.0,3369.05,0.0,0.0,0.0
04/06/2018 23,0.0,3369.05,0.0,0.0,0.0
05/06/2018 00,0.0,3369.05,0.0,0.0,0.0
05/06/2018 01,0.0,3369.05,0.0,0.0,0.0
05/06/2018 02,0.0,3369.05,0.0,0.0,0.0
05/06/2018 03,0.0,3369.05,0.0,0.0,0.0
05/06/2018 04,0.0,3369.05,0.0,0.0,0.0
05/06/2018 05,0.595,3369.05,5.66,5.45,8.08
05/06/2018 06,38.045,3369.05,90.45249999999999,87.0425,110.35750000000002
05/06/2018 07,149.955,3369.05,259.5475,249.37,287.8375
05/06/2018 08,283.15999999999997,3369.05,481.27750000000003,341.04999999999995,648.6999999999999
05/06/2018 09,392.2,3369.05,741.905,560.955,1088.1975
05/06/2018 10,518.22,3369.05,1063.1775,844.4425,1463.905
05/06/2018 11,640.665,3369.05,1401.53,782.5074999999999,1749.395
05/06/2018 12,738.045,3369.05,1717.1875000000002,1056.3275,1844.355
05/06/2018 13,822.6299999999999,3369.05,1935.5525,1231.5425,1814.7649999999999
05/06/2018 14,948.0975,3369.05,2054.7300000000005,1032.125,1686.83
05/06/2018 15,1035.085,3369.05,2044.3425000000002,1102.3775,1488.6675
05/06/2018 16,1093.6325,3369.05,1823.935,1003.0825,1212.49
05/06/2018 17,1041.6175,3369.05,1430.0325,889.2325,921.5225
05/06/2018 18,856.9100000000001,3369.05,922.0899999999999,646.4499999999999,637.745
05/06/2018 19,516.89,3369.05,418.4525,345.5225,352.31499999999994
05/06/2018 20,189.3025,3369.05,148.32500000000002,146.0575,150.81
05/06/2018 21,26.0,3369.05,31.2375,29.887499999999996,24.765
05/06/2018 22,0.0,3369.05,0.0,0.0,0.0
05/06/2018 23,0.0,3369.05,0.0,0.0,0.0
06/06/2018 00,0.0,3369.05,0.0,0.0,0.0
06/06/2018 01,0.0,3369.05,0.0,0.0,0.0
06/06/2018 02,0.0,3369.05,0.0,0.0,0.0
06/06/2018 03,0.0,3369.05,0.0,0.0,0.0
06/06/2018 04,0.0,3369.05,0.0,0.0,0.0
06/06/2018 05,5.84,3369.05,9.2175,9.715,8.7125
06/06/2018 06,130.56,3369.05,102.9,104.34,102.28999999999999
06/06/2018 07,433.855,3369.05,287.365,287.41999999999996,272.875
06/06/2018 08,920.54,3369.05,726.1075000000001,869.8399999999999,679.9425
06/06/2018 09,1447.5925000000002,3369.05,1248.585,1399.3575,1178.9225000000001
06/06/2018 10,1869.185,3369.05,1719.7099999999998,1873.97,1642.4299999999998
06/06/2018 11,2245.855,3369.05,2081.0625,2220.37,2016.06
06/06/2018 12,2439.2400000000002,3369.05,2288.245,2429.3125,2214.3275
06/06/2018 13,2498.96,3369.05,2334.635,2487.7675,2278.9474999999998
06/06/2018 14,2417.0675,3369.05,2243.6375000000003,2427.4725,2231.905
06/06/2018 15,2194.505,3369.05,2024.1775,2218.3250000000003,2058.37
06/06/2018 16,1846.99,3369.05,1707.1100000000001,1841.9499999999998,1738.545
06/06/2018 17,1407.3474999999999,3369.05,1303.105,1390.29,1309.4750000000001
06/06/2018 18,956.3175,3369.05,849.8275,888.76,848.435
06/06/2018 19,523.6,3369.05,418.54249999999996,413.58500000000004,391.8825
06/06/2018 20,216.26,3369.05,166.57250000000002,156.59499999999997,153.6025
06/06/2018 21,34.67,3369.05,31.5675,32.355000000000004,31.125000000000004
06/06/2018 22,0.0,3369.05,0.0,0.0,0.0
06/06/2018 23,0.0,3369.05,0.0,0.0,0.0
07/06/2018 00,0.0,3369.05,0.0,0.0,0.0
07/06/2018 01,0.0,3369.05,0.0,0.0,0.0
07/06/2018 02,0.0,3369.05,0.0,0.0,0.0
07/06/2018 03,0.0,3369.05,0.0,0.0,0.0
07/06/2018 04,0.0,3369.05,0.0,0.0,0.0
07/06/2018 05,6.445,3369.05,9.04,9.1175,8.635
07/06/2018 06,82.37,3369.05,116.16499999999999,109.0125,103.9425
07/06/2018 07,283.7125,3369.05,310.09,293.465,275.44
07/06/2018 08,424.7,3369.05,667.005,630.5625,649.3725
07/06/2018 09,660.9324999999999,3369.05,1095.82,987.685,1101.025
07/06/2018 10,1160.745,3369.05,1454.19,1281.9325,1489.6425
07/06/2018 11,1465.665,3369.05,1718.06,1334.1525000000001,1821.2825
07/06/2018 12,1380.8975,3369.05,1847.045,1380.4275000000002,2021.8
07/06/2018 13,1380.0674999999999,3369.05,1812.9375,1333.0325,2101.8199999999997
07/06/2018 14,1451.115,3369.05,1673.3899999999999,1336.4724999999999,2064.8875000000003
07/06/2018 15,1220.73,3369.05,1466.2925,1169.2075,1905.8574999999998
07/06/2018 16,997.265,3369.05,1202.2275,975.885,1645.105
07/06/2018 17,748.0775,3369.05,917.525,722.3050000000001,1269.2825
07/06/2018 18,472.59000000000003,3369.05,608.1525,481.225,824.1325
07/06/2018 19,238.22750000000002,3369.05,346.535,279.68,392.205
07/06/2018 20,85.7675,3369.05,149.75,126.05,159.66249999999997
07/06/2018 21,12.105,3369.05,24.945,21.1525,31.740000000000002
07/06/2018 22,0.0,3369.05,0.0,0.0,0.0
07/06/2018 23,0.0,3369.05,0.0,0.0,0.0
08/06/2018 00,0.0,3369.05,0.0,0.0,0.0
08/06/2018 01,0.0,3369.05,0.0,0.0,0.0
08/06/2018 02,0.0,3369.05,0.0,0.0,0.0
08/06/2018 03,0.0,3369.05,0.0,0.0,0.0
08/06/2018 04,0.0,3369.05,0.0,0.0,0.0
08/06/2018 05,0.7225,3369.05,5.052499999999999,4.49,7.6375
08/06/2018 06,30.555,3369.05,72.34,59.83,98.08500000000001
08/06/2018 07,110.30250000000001,3369.05,203.74,171.47250000000003,273.89
08/06/2018 08,225.2475,3369.05,385.62,295.91999999999996,591.4725
08/06/2018 09,430.0375,3369.05,587.4125,489.91999999999996,971.2625
08/06/2018 10,763.6325,3369.05,796.1499999999999,696.1575,1335.4075
08/06/2018 11,1166.31,3369.05,995.225,951.8225,1638.3825
08/06/2018 12,1419.3274999999999,3369.05,1159.6149999999998,1098.6125000000002,1833.1625000000001
08/06/2018 13,1506.2,3369.05,1262.5075000000002,1175.1225,1924.285
08/06/2018 14,1446.225,3369.05,1279.0975,1571.605,1912.4125
08/06/2018 15,1550.025,3369.05,1194.5625,1460.7825,1796.1550000000002
08/06/2018 16,1423.2525,3369.05,1026.5275,1317.7425,1550.03
08/06/2018 17,1110.3124999999998,3369.05,816.1,1041.355,1197.8049999999998
08/06/2018 18,736.85,3369.05,584.095,712.36,778.26
08/06/2018 19,393.0725,3369.05,335.05,402.7425,379.05499999999995
08/06/2018 20,152.21000000000004,3369.05,145.89999999999998,177.11249999999998,147.48000000000002
08/06/2018 21,22.66,3369.05,25.9275,31.405,29.58
08/06/2018 22,0.0,3369.05,0.0,0.0,0.0
08/06/2018 23,0.0,3369.05,0.0,0.0,0.0
09/06/2018 00,0.0,3369.05,0.0,0.0,0.0
09/06/2018 01,0.0,3369.05,0.0,0.0,0.0
09/06/2018 02,0.0,3369.05,0.0,0.0,0.0
09/06/2018 03,0.0,3369.05,0.0,0.0,0.0
09/06/2018 04,0.0,3369.05,0.0,0.0,0.0
09/06/2018 05,2.505,3369.05,7.31,6.8325,8.32
09/06/2018 06,71.91,3369.05,102.57,90.70500000000001,117.13499999999999
09/06/2018 07,257.34000000000003,3369.05,281.8975,255.1375,307.32
09/06/2018 08,482.28499999999997,3369.05,527.405,501.6550000000001,601.53
09/06/2018 09,678.1125,3369.05,826.745,809.5425,961.0625
09/06/2018 10,874.32,3369.05,1126.5,1112.76,1294.2175
09/06/2018 11,1240.175,3369.05,1391.445,1158.9325000000001,1564.19
09/06/2018 12,1543.9025000000001,3369.05,1572.6675,1377.13,1722.835
09/06/2018 13,1713.41,3369.05,1615.6924999999999,1449.4425,1783.4
09/06/2018 14,1662.9524999999999,3369.05,1578.73,1744.875,1743.175
09/06/2018 15,1575.4375,3369.05,1481.6275,1664.3200000000002,1599.7849999999999
09/06/2018 16,1490.87,3369.05,1310.4225000000001,1387.21,1355.3600000000001
09/06/2018 17,1193.4775,3369.05,1063.28,1126.085,1056.2675
09/06/2018 18,866.2375,3369.05,754.61,782.0450000000001,716.535
09/06/2018 19,483.13,3369.05,417.76000000000005,418.03,395.17999999999995
09/06/2018 20,199.9925,3369.05,187.82999999999998,185.0125,176.60999999999999
09/06/2018 21,31.107499999999998,3369.05,35.175,36.87499999999999,31.8875
09/06/2018 22,0.0,3369.05,0.0,0.0,0.0
09/06/2018 23,0.0,3369.05,0.0,0.0,0.0
10/06/2018 00,0.0,3369.05,0.0,0.0,0.0
10/06/2018 01,0.0,3369.05,0.0,0.0,0.0
10/06/2018 02,0.0,3369.05,0.0,0.0,0.0
10/06/2018 03,0.0,3369.05,0.0,0.0,0.0
10/06/2018 04,0.0,3369.05,0.0,0.0,0.0
10/06/2018 05,1.4525000000000001,3369.05,8.745000000000001,8.375,8.06
10/06/2018 06,78.5375,3369.05,114.22,112.1225,107.055
10/06/2018 07,281.445,3369.05,296.9725,299.77250000000004,287.1075
10/06/2018 08,601.12,3369.05,589.76,530.76,572.175
10/06/2018 09,1044.67,3369.05,935.4275,830.2874999999999,899.74
10/06/2018 10,1485.5925000000002,3369.05,1279.43,1150.7625,1197.105
10/06/2018 11,1689.32,3369.05,1622.4025,1766.5275,1413.4175
10/06/2018 12,1859.56,3369.05,1902.3674999999998,1991.31,1510.515
10/06/2018 13,1881.12,3369.05,2066.7275,2097.19,1509.5824999999998
10/06/2018 14,1853.9599999999998,3369.05,2098.6925,1818.01,1425.395
10/06/2018 15,1837.8249999999998,3369.05,1969.3325,1756.495,1261.4325
10/06/2018 16,1661.9575,3369.05,1686.545,1555.4875,1044.9250000000002
