Date Time,load_all_real_time,elia_day_ahead
06/01/2018 08,10065.300000000001,9799.470000000001
06/01/2018 09,10604.05,10303.93
06/01/2018 10,11031.6125,10757.33
06/01/2018 11,11197.455,11090.2625
06/01/2018 12,11226.055,10774.42
06/01/2018 13,11040.3775,10695.7725
06/01/2018 14,10722.735,10466.69
06/01/2018 15,10636.7375,10483.0725
06/01/2018 16,10646.815,10541.705000000002
06/01/2018 17,11166.034999999998,11086.3125
06/01/2018 18,11174.002499999999,10954.34
06/01/2018 19,10729.415,10533.5775
06/01/2018 20,10224.49,10067.2125
06/01/2018 21,9821.5775,9643.7775
06/01/2018 22,9860.6,9776.645
06/01/2018 23,9930.397500000001,9773.515
07/01/2018 00,9357.939999999999,9312.509999999998
07/01/2018 01,8922.275,8649.752499999999
07/01/2018 02,8460.4275,8327.295
07/01/2018 03,8228.7025,8021.662499999999
07/01/2018 04,8166.6675,7935.95
07/01/2018 05,8144.5275,7955.7525000000005
07/01/2018 06,8302.712500000001,8195.36
07/01/2018 07,8393.04,8258.04
07/01/2018 08,8924.670000000002,8621.795
07/01/2018 09,9403.225,9276.099999999999
07/01/2018 10,9939.84,9734.61
07/01/2018 11,10375.2025,10247.185
07/01/2018 12,10590.35,10395.265
07/01/2018 13,10404.807499999999,9989.8425
07/01/2018 14,10097.237500000001,9819.274999999998
07/01/2018 15,9923.6725,9697.855000000001
07/01/2018 16,10067.3875,9894.6675
07/01/2018 17,10802.492499999998,10727.8275
07/01/2018 18,11019.164999999999,10891.98
07/01/2018 19,10871.1325,10632.155
07/01/2018 20,10419.61,10218.35
07/01/2018 21,9989.395,9724.205
07/01/2018 22,9989.73,9944.18
07/01/2018 23,10006.1475,9817.83
08/01/2018 00,9444.359999999999,9299.2575
08/01/2018 01,9137.6425,9096.157500000001
08/01/2018 02,8851.970000000001,8775.265
08/01/2018 03,8713.335,8576.574999999999
08/01/2018 04,8821.115,8753.81
08/01/2018 05,9349.505,9227.9325
08/01/2018 06,10686.91,10541.795
08/01/2018 07,11688.9125,11565.107500000002
08/01/2018 08,12385.25,12111.215
08/01/2018 09,12592.0525,12220.045000000002
08/01/2018 10,12642.4925,12373.445
08/01/2018 11,12692.355,12520.6075
08/01/2018 12,12497.752499999999,12177.085
08/01/2018 13,12485.439999999999,12209.3
08/01/2018 14,12317.2675,12047.845000000001
08/01/2018 15,12229.574999999999,11964.32
08/01/2018 16,12181.955,12106.515
08/01/2018 17,12786.1625,12641.7725
08/01/2018 18,12580.025,12729.93
08/01/2018 19,12220.067500000001,11960.185000000001
08/01/2018 20,11890.8425,11463.8825
08/01/2018 21,11395.574999999999,10969.699999999999
08/01/2018 22,11340.2925,11060.077500000001
08/01/2018 23,11196.73,10933.82
09/01/2018 00,10556.4475,10425.522500000001
09/01/2018 01,10067.5325,9875.605
09/01/2018 02,9723.2975,9600.6675
09/01/2018 03,9538.675000000001,9395.945
09/01/2018 04,9597.6875,9556.195
09/01/2018 05,10013.667500000001,9940.67
09/01/2018 06,11185.370000000003,11092.152499999998
09/01/2018 07,12251.0125,12194.9425
09/01/2018 08,12587.73,12593.192500000001
09/01/2018 09,12564.322500000002,12486.175000000001
09/01/2018 10,12573.78,12438.602499999999
09/01/2018 11,12596.0625,12518.0025
09/01/2018 12,12357.0875,12225.300000000001
09/01/2018 13,12352.5875,12110.6875
09/01/2018 14,12267.6,12090.247500000001
09/01/2018 15,12196.8925,12009.51
09/01/2018 16,12233.7625,12016.197499999998
09/01/2018 17,12908.3475,12931.1675
09/01/2018 18,12887.785,12896.1875
09/01/2018 19,12297.039999999999,12237.882500000002
09/01/2018 20,11697.9725,11542.609999999999
09/01/2018 21,11133.39,10999.77
09/01/2018 22,11122.564999999999,11051.572499999998
09/01/2018 23,10985.060000000001,11003.66
10/01/2018 00,10474.4975,10395.15
10/01/2018 01,10003.3125,9714.6325
10/01/2018 02,9528.419999999998,9377.3725
10/01/2018 03,9274.172499999999,9144.255000000001
10/01/2018 04,9335.83,9133.595000000001
10/01/2018 05,9739.9,9570.615000000002
10/01/2018 06,10866.1175,10740.5425
10/01/2018 07,11834.625,11731.542500000001
10/01/2018 08,12224.6275,12040.289999999999
10/01/2018 09,12388.657500000001,12183.734999999999
10/01/2018 10,12316.332499999999,12312.11
10/01/2018 11,12344.3675,12340.3975
10/01/2018 12,12283.005,12030.69
10/01/2018 13,12326.51,12098.1925
10/01/2018 14,12365.962500000001,12095.1075
10/01/2018 15,12446.599999999999,12134.34
10/01/2018 16,12368.555,12368.1625
10/01/2018 17,12935.497500000001,12941.4875
10/01/2018 18,12884.2925,13065.0
10/01/2018 19,12385.2075,12251.199999999999
10/01/2018 20,11844.460000000001,11681.855000000001
10/01/2018 21,11293.995,11118.657500000001
10/01/2018 22,11262.394999999999,11247.230000000001
10/01/2018 23,11168.835000000001,11084.475000000002
11/01/2018 00,10530.5175,10364.974999999999
11/01/2018 01,10035.8375,9842.7625
11/01/2018 02,9752.005000000001,9557.3625
11/01/2018 03,9538.125,9469.4075
11/01/2018 04,9690.022500000001,9482.4525
11/01/2018 05,10094.2375,10003.182499999999
11/01/2018 06,11218.657500000001,11111.61
11/01/2018 07,12273.1,12038.914999999999
11/01/2018 08,12795.9775,12416.68
11/01/2018 09,12752.307499999999,12641.9925
11/01/2018 10,12709.954999999998,12526.322500000002
11/01/2018 11,12763.814999999999,12580.83
11/01/2018 12,12511.7175,12270.2375
11/01/2018 13,12501.3225,12261.9625
11/01/2018 14,12435.589999999998,12168.88
11/01/2018 15,12390.42,12106.797499999999
11/01/2018 16,12401.6875,12156.115000000002
11/01/2018 17,12972.6375,12882.312499999998
11/01/2018 18,13040.925,12978.400000000001
11/01/2018 19,12537.28,12367.5575
11/01/2018 20,11972.7325,11744.53
11/01/2018 21,11351.15,11126.475
11/01/2018 22,11441.537499999999,11244.884999999998
11/01/2018 23,11265.164999999999,11156.51
12/01/2018 00,10589.23,10520.035
12/01/2018 01,10059.2225,9915.615
12/01/2018 02,9671.895,9576.59
12/01/2018 03,9575.875,9328.835
12/01/2018 04,9620.717499999999,9485.414999999999
12/01/2018 05,10057.05,9882.314999999999
12/01/2018 06,11194.072499999998,11041.18
12/01/2018 07,12254.395,12067.1475
12/01/2018 08,12679.4225,12462.449999999999
12/01/2018 09,12688.397500000001,12515.0325
12/01/2018 10,12675.2775,12414.58
12/01/2018 11,12674.35,12540.345
12/01/2018 12,12438.7875,12131.5225
12/01/2018 13,12351.072499999998,12176.0925
12/01/2018 14,12091.0775,11931.81
12/01/2018 15,12009.064999999999,11780.545
12/01/2018 16,12109.045,11914.34
12/01/2018 17,12644.475,12409.4425
12/01/2018 18,12572.869999999999,12262.199999999999
12/01/2018 19,12039.4825,11877.32
12/01/2018 20,11552.04,11360.715
12/01/2018 21,11011.842499999999,10938.785
12/01/2018 22,11052.404999999999,11046.945
12/01/2018 23,10981.8525,10889.2425
13/01/2018 00,10456.6325,10368.49
13/01/2018 01,9980.595,9673.8375
13/01/2018 02,9528.922499999999,9359.914999999999
13/01/2018 03,9232.009999999998,9112.8575
13/01/2018 04,9091.6675,8890.9925
13/01/2018 05,9133.8125,9083.6825
13/01/2018 06,9465.85,9169.4475
13/01/2018 07,9803.955,9574.602499999999
13/01/2018 08,10461.392500000002,10254.06
13/01/2018 09,10972.7075,10621.822499999998
13/01/2018 10,11217.185,11022.5725
13/01/2018 11,11354.265000000001,11075.34
13/01/2018 12,11357.435,11130.76
13/01/2018 13,11228.16,10894.97
13/01/2018 14,10997.115,10676.7875
13/01/2018 15,10813.6775,10718.4175
13/01/2018 16,10858.05,10629.422499999999
13/01/2018 17,11589.365,11327.055
13/01/2018 18,11668.892500000002,11597.7625
13/01/2018 19,11247.09,10964.5675
13/01/2018 20,10667.325,10358.67
13/01/2018 21,10134.3675,9849.9175
13/01/2018 22,10260.1875,10106.565
13/01/2018 23,10370.422499999999,10033.2
14/01/2018 00,9925.0125,9648.295
14/01/2018 01,9420.744999999999,9358.54
14/01/2018 02,9060.615,8958.48
14/01/2018 03,8747.634999999998,8732.395
14/01/2018 04,8611.8225,8459.145
14/01/2018 05,8632.8475,8384.175
14/01/2018 06,8833.5075,8628.1325
14/01/2018 07,9067.837500000001,8738.0975
14/01/2018 08,9458.397500000001,9220.7675
14/01/2018 09,9949.884999999998,9683.612500000001
14/01/2018 10,10377.022500000001,10033.905
14/01/2018 11,10542.767499999998,10477.529999999999
14/01/2018 12,10605.9475,10423.7775
14/01/2018 13,10250.375,10163.065
14/01/2018 14,9936.56,9844.55
14/01/2018 15,9996.8475,9674.2925
14/01/2018 16,10045.245,9917.175
14/01/2018 17,10814.169999999998,10662.7525
14/01/2018 18,11259.109999999999,10939.82
14/01/2018 19,11093.947499999998,10817.9875
14/01/2018 20,10806.142500000002,10480.655
14/01/2018 21,10325.8125,10049.85
14/01/2018 22,10302.507500000002,10140.8
14/01/2018 23,10178.5225,10006.515
15/01/2018 00,9691.83,9541.6375
15/01/2018 01,9272.0175,9128.33
15/01/2018 02,8953.79,8838.5
15/01/2018 03,8785.630000000001,8645.74
15/01/2018 04,8891.435,8834.89
15/01/2018 05,9411.244999999999,9301.39
15/01/2018 06,10549.807499999999,10665.485
15/01/2018 07,11652.7625,11496.09
15/01/2018 08,12109.975000000002,11992.99
15/01/2018 09,12235.9175,12047.474999999999
15/01/2018 10,12128.385,12106.314999999999
15/01/2018 11,12318.29,12026.435
15/01/2018 12,12114.7525,11853.05
15/01/2018 13,12156.967499999999,11824.480000000001
15/01/2018 14,12088.322499999998,11933.395
15/01/2018 15,12125.0525,11899.167500000001
15/01/2018 16,12193.127499999999,11985.522500000001
15/01/2018 17,12736.0525,12668.9225
15/01/2018 18,12770.7925,12737.79
15/01/2018 19,12178.3875,12112.81
15/01/2018 20,11552.307499999999,11533.33
15/01/2018 21,10958.4375,10782.42
15/01/2018 22,11047.485,10846.12
15/01/2018 23,10713.275,10827.88
16/01/2018 00,10146.7225,10139.37
16/01/2018 01,9758.302499999998,9505.8675
16/01/2018 02,9384.497500000001,9211.9725
16/01/2018 03,9090.774999999998,9060.650000000001
16/01/2018 04,9247.095,8965.8675
16/01/2018 05,9724.565,9589.085000000001
16/01/2018 06,10912.3725,10734.9725
16/01/2018 07,11858.182499999999,11843.25
16/01/2018 08,12127.7725,11990.065
16/01/2018 09,12154.0375,11976.375
16/01/2018 10,12076.8325,11928.272500000001
16/01/2018 11,12216.3375,11991.715
16/01/2018 12,11829.365,11772.075
16/01/2018 13,11730.470000000001,11718.495
16/01/2018 14,11775.945,11553.1525
16/01/2018 15,11799.157500000001,11638.340000000002
16/01/2018 16,11870.715,11727.25
16/01/2018 17,12602.0675,12403.627499999999
16/01/2018 18,12809.025,12524.09
16/01/2018 19,12239.645,11997.324999999999
16/01/2018 20,11619.880000000001,11279.84
16/01/2018 21,10995.9,10762.275
16/01/2018 22,11092.2075,10937.525
16/01/2018 23,10890.707499999999,10748.435000000001
17/01/2018 00,10225.41,10101.2575
17/01/2018 01,9710.6075,9572.9625
17/01/2018 02,9376.965,9193.8975
17/01/2018 03,9167.8575,9052.555
17/01/2018 04,9311.9825,9064.21
17/01/2018 05,9851.012499999999,9605.94
17/01/2018 06,11033.575,10930.635
17/01/2018 07,11994.814999999999,11856.842499999999
17/01/2018 08,12500.220000000001,12071.775
17/01/2018 09,12648.142499999998,12352.35
17/01/2018 10,12623.970000000001,12596.19
17/01/2018 11,12737.4675,12473.22
17/01/2018 12,12444.1375,12342.9875
17/01/2018 13,12385.322499999998,12085.302500000002
17/01/2018 14,12131.3375,12128.130000000001
17/01/2018 15,12163.292500000001,11811.250000000002
17/01/2018 16,12256.4025,11963.7425
17/01/2018 17,12843.1675,12720.179999999998
17/01/2018 18,12989.2025,12858.6375
17/01/2018 19,12383.215,12211.942500000001
17/01/2018 20,11715.6225,11490.97
17/01/2018 21,11065.0,10855.6575
17/01/2018 22,11030.2875,10966.744999999999
17/01/2018 23,10946.482499999998,10730.9375
18/01/2018 00,10310.02,10170.14
18/01/2018 01,9872.785,9623.61
18/01/2018 02,9524.52,9375.885
18/01/2018 03,9356.1975,9149.82
18/01/2018 04,9517.7875,9182.8375
18/01/2018 05,9866.64,9733.530000000002
18/01/2018 06,10924.4925,10907.3125
18/01/2018 07,12023.7625,11772.455
18/01/2018 08,12466.057499999999,12178.1575
18/01/2018 09,12417.77,12314.1525
18/01/2018 10,12112.48,12183.8325
18/01/2018 11,12181.9925,11927.6325
18/01/2018 12,11897.112500000001,11739.1325
18/01/2018 13,11960.4525,11712.7175
18/01/2018 14,11837.1325,11720.170000000002
18/01/2018 15,11781.7575,11630.07
18/01/2018 16,12069.5225,11683.12
18/01/2018 17,12694.880000000001,12586.7725
18/01/2018 18,12716.224999999999,12726.8525
18/01/2018 19,12092.545,12032.837500000001
18/01/2018 20,11435.4275,11288.77
18/01/2018 21,11077.5725,10577.4875
18/01/2018 22,11109.2425,10963.710000000001
18/01/2018 23,10926.062500000002,10831.835000000001
19/01/2018 00,10295.832499999999,10193.6
19/01/2018 01,9701.4225,9648.362500000001
19/01/2018 02,9371.792500000001,9257.8025
19/01/2018 03,9202.0475,9093.05
19/01/2018 04,9378.6775,9103.2775
19/01/2018 05,9857.6875,9742.414999999999
19/01/2018 06,11029.9525,10833.735
19/01/2018 07,12124.345000000001,11875.1075
19/01/2018 08,12414.1525,12254.0975
19/01/2018 09,12366.207500000002,12126.445
19/01/2018 10,12239.914999999999,12009.525
19/01/2018 11,12160.9125,12010.9125
19/01/2018 12,11818.08,11598.8225
19/01/2018 13,11743.019999999999,11505.7575
19/01/2018 14,11564.63,11302.822499999998
19/01/2018 15,11514.19,11228.0
19/01/2018 16,11574.885,11494.98
19/01/2018 17,12109.497500000001,11910.3725
19/01/2018 18,12226.71,11925.405
19/01/2018 19,11761.977499999999,11540.83
19/01/2018 20,11366.390000000001,11101.539999999999
19/01/2018 21,10851.975,10733.2675
19/01/2018 22,10907.875,10796.7225
19/01/2018 23,10855.76,10634.59
20/01/2018 00,10352.225,10140.715
20/01/2018 01,9881.2175,9601.74
20/01/2018 02,9456.462500000001,9223.245
20/01/2018 03,9215.585000000001,9007.445
20/01/2018 04,9165.39,8953.2225
20/01/2018 05,9003.6575,9064.295
20/01/2018 06,9352.025000000001,9076.9375
20/01/2018 07,9638.725,9504.0225
20/01/2018 08,10282.7125,10061.01
20/01/2018 09,10944.869999999999,10541.427500000002
20/01/2018 10,11367.235,11002.825
20/01/2018 11,11651.5975,11328.932499999999
20/01/2018 12,11766.1825,11279.5525
20/01/2018 13,11564.967500000002,11118.5025
20/01/2018 14,11425.3125,10941.7975
20/01/2018 15,11267.497500000001,10851.4725
20/01/2018 16,11150.6475,10716.96
20/01/2018 17,11788.390000000001,11436.9925
20/01/2018 18,11910.805,11940.085
20/01/2018 19,11380.445,11212.9975
20/01/2018 20,10873.465,10699.305
20/01/2018 21,10425.5275,10124.0725
20/01/2018 22,10399.127499999999,10219.929999999998
20/01/2018 23,10633.895,10319.9125
21/01/2018 00,10090.9175,9824.970000000001
21/01/2018 01,9635.820000000002,9415.395
21/01/2018 02,9212.4975,9066.665
21/01/2018 03,8864.2075,8812.6875
21/01/2018 04,8836.3125,8568.6425
21/01/2018 05,8931.5075,8530.065
21/01/2018 06,9106.074999999999,8761.77
21/01/2018 07,9327.630000000001,8937.06
21/01/2018 08,9640.64,9450.1
21/01/2018 09,10127.6475,9987.12
21/01/2018 10,10564.885,10346.747500000001
21/01/2018 11,10928.470000000001,10715.0725
21/01/2018 12,11007.19,10648.24
21/01/2018 13,10645.0075,10254.902499999998
21/01/2018 14,10373.27,9906.645
21/01/2018 15,10483.4525,9821.48
21/01/2018 16,10389.95,9994.7375
21/01/2018 17,10990.1025,10666.1175
21/01/2018 18,11363.345,11350.8125
21/01/2018 19,11060.5975,11048.05
21/01/2018 20,10688.9925,10706.41
21/01/2018 21,10182.2275,10253.725
21/01/2018 22,10272.682499999999,10280.577500000001
21/01/2018 23,10371.1675,10185.865
22/01/2018 00,9820.275,9627.725
22/01/2018 01,9354.07,9189.942500000001
22/01/2018 02,8960.192500000001,8865.2925
22/01/2018 03,8703.3325,8705.9475
22/01/2018 04,8919.54,8877.15
22/01/2018 05,9352.335,9362.1325
22/01/2018 06,10624.21,10652.74
22/01/2018 07,11743.01,11582.2275
22/01/2018 08,12230.310000000001,12132.5225
22/01/2018 09,12406.7175,12156.5275
22/01/2018 10,12426.945,12195.192500000001
22/01/2018 11,12542.795,12137.1625
22/01/2018 12,12302.295,11122.687500000002
22/01/2018 13,12180.045000000002,12007.977499999999
22/01/2018 14,11806.9925,11950.832499999999
22/01/2018 15,11738.565,11955.2325
22/01/2018 16,11728.18,12087.645
22/01/2018 17,12432.064999999999,12810.524999999998
22/01/2018 18,12657.3825,11889.4
22/01/2018 19,12178.515000000001,11469.01
22/01/2018 20,11569.295,11542.715
22/01/2018 21,10919.6825,10890.525000000001
22/01/2018 22,11001.135,10942.265000000001
22/01/2018 23,10853.817500000001,10811.442500000001
23/01/2018 00,10319.897500000001,10232.3775
23/01/2018 01,9802.27,9534.1475
23/01/2018 02,9400.2475,9083.4125
23/01/2018 03,9336.5825,9130.5125
23/01/2018 04,9329.465,9351.7075
23/01/2018 05,9719.405,9643.0425
23/01/2018 06,11007.4775,10783.805
23/01/2018 07,11844.3575,12041.65
23/01/2018 08,12217.3375,12016.2975
23/01/2018 09,12220.965,12152.107499999998
23/01/2018 10,12029.655,12086.564999999999
23/01/2018 11,11882.005000000001,12047.3125
23/01/2018 12,11481.8775,11568.377499999999
23/01/2018 13,11574.7775,11472.467499999999
23/01/2018 14,11649.76,11527.585000000001
23/01/2018 15,11634.825,11530.255000000001
23/01/2018 16,11557.455000000002,11581.7
23/01/2018 17,12114.6525,12223.5575
23/01/2018 18,12403.4625,12366.2525
23/01/2018 19,11916.8425,11853.0775
23/01/2018 20,11232.4875,11199.045
23/01/2018 21,10691.342499999999,10583.485
23/01/2018 22,10695.6225,10763.539999999999
23/01/2018 23,10591.495,10502.94
24/01/2018 00,9955.1175,9971.942500000001
24/01/2018 01,9475.98,9343.82
24/01/2018 02,9096.995,8988.365
24/01/2018 03,8862.7475,8821.137499999999
24/01/2018 04,8878.73,8798.65
24/01/2018 05,9160.99,9170.8275
24/01/2018 06,10226.175,10228.9625
24/01/2018 07,11300.7025,11204.3125
24/01/2018 08,11676.7575,11491.6725
24/01/2018 09,11810.345,11594.085000000001
24/01/2018 10,11802.6175,11731.2925
24/01/2018 11,11928.6675,11864.452500000001
24/01/2018 12,11808.675000000001,11455.140000000001
24/01/2018 13,11789.994999999999,11643.6975
24/01/2018 14,11599.7175,11435.970000000001
24/01/2018 15,11539.75,11287.5875
24/01/2018 16,11525.9875,11308.0625
24/01/2018 17,11914.802499999998,11998.4025
24/01/2018 18,12270.805,12057.55
24/01/2018 19,11571.474999999999,11642.990000000002
24/01/2018 20,10973.042500000001,10716.865
24/01/2018 21,10509.4475,10204.619999999999
24/01/2018 22,10652.122500000001,10534.1125
24/01/2018 23,10567.414999999999,10516.0475
25/01/2018 00,10010.4625,9923.9375
25/01/2018 01,9417.7825,9397.5625
25/01/2018 02,8986.415,8991.6
25/01/2018 03,8786.44,8690.877499999999
25/01/2018 04,8911.392499999998,8748.6725
25/01/2018 05,9347.97,9152.8775
25/01/2018 06,10670.8325,10414.58
25/01/2018 07,11699.305,11606.2575
25/01/2018 08,11955.89,11790.634999999998
25/01/2018 09,12095.41,11670.445000000002
25/01/2018 10,12043.345000000001,11821.9825
25/01/2018 11,12198.665,11843.0025
25/01/2018 12,11907.805,11648.01
25/01/2018 13,12020.255,11604.17
25/01/2018 14,11865.0325,11596.442500000001
25/01/2018 15,11992.295000000002,11514.720000000001
25/01/2018 16,12064.725,11679.335000000001
25/01/2018 17,12467.747500000001,12378.157500000001
25/01/2018 18,12581.4925,12466.8925
25/01/2018 19,12154.35,11791.384999999998
25/01/2018 20,11566.242499999998,11283.8775
25/01/2018 21,10978.865,10802.925000000001
25/01/2018 22,11028.622500000001,10938.8
25/01/2018 23,10900.4,10741.9
26/01/2018 00,10185.5475,10190.555
26/01/2018 01,9720.4125,9470.207499999999
26/01/2018 02,9377.41,9160.2475
26/01/2018 03,9346.8575,8985.55
26/01/2018 04,9391.28,9184.14
26/01/2018 05,9777.5225,9531.7675
26/01/2018 06,10952.685,10604.2175
26/01/2018 07,11982.150000000001,11731.994999999999
26/01/2018 08,12243.0975,11959.6225
26/01/2018 09,12297.2725,11925.0275
26/01/2018 10,12233.46,11943.415
26/01/2018 11,12287.9175,11930.067500000001
26/01/2018 12,11982.022500000001,11643.5
26/01/2018 13,11975.11,11528.232500000002
26/01/2018 14,11971.59,11440.55
26/01/2018 15,11859.4525,11520.5275
26/01/2018 16,11842.322499999998,11518.7875
26/01/2018 17,12211.882500000002,11975.295
26/01/2018 18,12325.945,11851.4025
26/01/2018 19,11754.425,11533.074999999999
26/01/2018 20,11235.4525,10994.3575
26/01/2018 21,10691.720000000001,10439.9925
26/01/2018 22,10894.98,10548.31
26/01/2018 23,10870.2275,10530.115
27/01/2018 00,10323.685,9958.13
27/01/2018 01,9816.2875,9607.185
27/01/2018 02,9431.185,9173.155
27/01/2018 03,9163.682499999999,8899.5275
27/01/2018 04,9070.315,8766.322499999998
27/01/2018 05,9082.9475,8769.4025
27/01/2018 06,9401.512499999999,9103.2625
27/01/2018 07,9704.6875,9451.4575
27/01/2018 08,10264.4375,10076.1725
27/01/2018 09,10770.985,10505.2575
27/01/2018 10,10870.005,10788.0025
27/01/2018 11,11002.724999999999,10734.532500000001
27/01/2018 12,10842.8425,10734.7075
27/01/2018 13,10399.442500000001,10419.150000000001
27/01/2018 14,10134.4025,10024.032500000001
27/01/2018 15,10116.3975,9898.2325
27/01/2018 16,10116.665,9936.44
27/01/2018 17,10692.287500000002,10629.16
27/01/2018 18,11013.775000000001,10903.189999999999
27/01/2018 19,10585.675,10451.31
27/01/2018 20,10175.7875,9965.244999999999
27/01/2018 21,9713.8675,9581.460000000001
27/01/2018 22,9788.369999999999,9646.29
27/01/2018 23,9879.852499999999,9765.98
28/01/2018 00,9510.17,9157.9875
28/01/2018 01,8961.689999999999,8810.52
28/01/2018 02,8631.395,8451.3775
28/01/2018 03,8361.675,8178.7474999999995
28/01/2018 04,8248.4025,8069.327499999999
28/01/2018 05,8363.3125,8101.66
28/01/2018 06,8537.99,8354.4775
28/01/2018 07,8719.7575,8527.6675
28/01/2018 08,9066.1625,8987.400000000001
28/01/2018 09,9575.315,9425.2025
28/01/2018 10,9967.1725,9806.31
28/01/2018 11,10291.5075,10109.68
28/01/2018 12,10352.1875,10202.5525
28/01/2018 13,10088.5575,9731.86
28/01/2018 14,9824.03,9568.4
28/01/2018 15,9753.5275,9556.75
28/01/2018 16,9693.215,9529.5675
28/01/2018 17,10150.060000000001,10144.172499999999
28/01/2018 18,10674.8175,10625.1425
28/01/2018 19,10582.882500000002,10398.342499999999
28/01/2018 20,10270.57,10049.4225
28/01/2018 21,9782.0125,9594.002499999999
28/01/2018 22,9811.1025,9641.6175
28/01/2018 23,9718.2275,9591.6475
29/01/2018 00,9110.9775,9038.3575
29/01/2018 01,8757.914999999999,8424.2475
29/01/2018 02,8431.545,8141.07
29/01/2018 03,8177.4400000000005,8002.1725
29/01/2018 04,8288.4425,7988.4625
29/01/2018 05,8873.64,8586.404999999999
29/01/2018 06,10191.17,9986.0775
29/01/2018 07,11281.550000000001,11033.75
29/01/2018 08,11762.649999999998,11547.795000000002
29/01/2018 09,11847.0225,11668.3875
29/01/2018 10,11910.2075,11546.3875
29/01/2018 11,12157.6225,11780.9725
29/01/2018 12,11961.039999999999,11623.517499999998
29/01/2018 13,11972.3475,11606.925
29/01/2018 14,11804.3475,11488.73
29/01/2018 15,11710.3425,11464.955000000002
29/01/2018 16,11551.337500000001,11482.985
29/01/2018 17,11978.335,11834.3625
29/01/2018 18,12223.8425,11979.3675
29/01/2018 19,11915.0875,11554.335000000001
29/01/2018 20,11507.9,11124.042500000001
29/01/2018 21,11003.679999999998,10626.355
29/01/2018 22,10989.987500000001,10773.5125
29/01/2018 23,10934.755000000001,10555.205
30/01/2018 00,10307.265,10010.455
30/01/2018 01,9837.8475,9509.0575
30/01/2018 02,9541.58,9150.6275
30/01/2018 03,9399.6025,9086.7675
30/01/2018 04,9445.345,9218.7225
30/01/2018 05,9931.185000000001,9668.697499999998
30/01/2018 06,11177.295,10825.48
30/01/2018 07,12147.785,11983.09
30/01/2018 08,12311.122500000001,12115.59
30/01/2018 09,12367.920000000002,12136.98
30/01/2018 10,12134.0775,12038.650000000001
30/01/2018 11,12052.8675,11802.8875
30/01/2018 12,11649.25,12232.44
30/01/2018 13,11558.49,11575.597500000002
30/01/2018 14,11616.77,11449.5575
30/01/2018 15,11638.21,11372.9375
30/01/2018 16,11730.297499999999,11437.960000000001
30/01/2018 17,12212.070000000002,12083.255000000001
30/01/2018 18,12601.164999999999,12276.36
30/01/2018 19,12073.3625,11880.8475
30/01/2018 20,11524.122500000001,11180.005000000001
30/01/2018 21,10738.925,10663.205
30/01/2018 22,10621.630000000001,10528.852499999999
30/01/2018 23,10518.037499999999,10371.462500000001
31/01/2018 00,9844.977499999999,9750.395
31/01/2018 01,9176.2575,9195.795
31/01/2018 02,8681.6925,8837.765
31/01/2018 03,8498.965,8407.072500000002
31/01/2018 04,8670.4175,8498.0325
31/01/2018 05,9168.749999999998,9009.8925
31/01/2018 06,10321.3775,10243.465
31/01/2018 07,11424.837500000001,11189.9125
31/01/2018 08,11756.805,11566.342499999999
31/01/2018 09,12043.8125,11731.505000000001
31/01/2018 10,12122.84,12147.125
31/01/2018 11,12421.9575,12413.5075
31/01/2018 12,12268.0,12031.647500000001
31/01/2018 13,12276.1575,11998.77
31/01/2018 14,12085.747500000001,11945.465
31/01/2018 15,12219.4275,11839.2225
31/01/2018 16,12253.31,11990.75
31/01/2018 17,12696.470000000001,12589.0025
31/01/2018 18,12932.655,12869.355
31/01/2018 19,12076.182499999999,12150.269999999999
31/01/2018 20,11531.595,11240.9925
31/01/2018 21,10992.029999999999,10706.920000000002
31/01/2018 22,10996.87,10931.8925
31/01/2018 23,10815.445,10656.3725
01/02/2018 00,10276.6325,9873.0375
01/02/2018 01,9787.404999999999,9455.717499999999
01/02/2018 02,9530.6325,9085.705
01/02/2018 03,9238.3225,9141.385
01/02/2018 04,9321.622500000001,9034.8525
01/02/2018 05,9776.317500000001,9513.397500000001
01/02/2018 06,10907.4225,10758.7275
01/02/2018 07,11826.1275,11737.9875
01/02/2018 08,11977.98,11886.5
01/02/2018 09,12182.765,11842.095
01/02/2018 10,12211.3175,11934.537500000002
01/02/2018 11,12218.5375,12054.375
01/02/2018 12,11992.627499999999,11688.119999999999
01/02/2018 13,11820.75,11730.182499999999
01/02/2018 14,11631.28,11565.3525
01/02/2018 15,11538.185,11493.2425
01/02/2018 16,11719.9125,11408.595
01/02/2018 17,12190.235,12152.182499999999
01/02/2018 18,12703.805,12430.8025
01/02/2018 19,12219.9675,11985.505000000001
01/02/2018 20,11600.4575,11455.7575
01/02/2018 21,11102.58,10897.04
01/02/2018 22,11021.3825,11099.782500000001
01/02/2018 23,10962.6025,10694.0725
02/02/2018 00,10646.0,10159.3725
02/02/2018 01,10191.5625,9732.365
02/02/2018 02,9652.835,9493.6875
02/02/2018 03,9480.385,9165.27
02/02/2018 04,9517.0175,9228.49
02/02/2018 05,9940.3075,9620.755
02/02/2018 06,11013.42,10674.747500000001
02/02/2018 07,12069.307499999999,11678.78
02/02/2018 08,12361.397500000001,12064.855
02/02/2018 09,12432.78,12127.665
02/02/2018 10,12516.33,12032.34
02/02/2018 11,12697.5125,12229.6975
02/02/2018 12,12581.515000000001,12082.602499999999
